customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
3780,Mitchel,Bellefant,Male,10,11/1/1993,Desktop Support Technician,Financial Services,High Net Worth,N,No,8
2304,Shelia,Bellew,Female,65,6/1/1957,Unspecified,n/a,Mass Customer,N,Yes,11
1325,Ty,Belliard,Male,67,8/25/1968,Account Executive,Argiculture,High Net Worth,N,Yes,14
2285,Maritsa,Bellison,Female,71,10/27/1973,Quality Control Specialist,Health,High Net Worth,N,No,5
3066,Renell,Bellocht,Female,29,1/14/1995,Paralegal,Financial Services,Affluent Customer,N,Yes,2
2119,Dorise,Bellon,Female,51,3/1/1985,Senior Cost Accountant,Financial Services,Mass Customer,N,No,17
43,Indira,Belt,Female,38,3/1/1983,Director of Sales,Retail,Mass Customer,N,No,5
1529,Tansy,Beltzner,Female,0,10/21/1986,Media Manager III,Financial Services,High Net Worth,N,Yes,5
996,Aura,Bemlott,U,67,,Assistant Manager,IT,Mass Customer,N,Yes,
3061,Evie,Bendtsen,Female,51,3/18/1991,Office Assistant IV,Manufacturing,Affluent Customer,N,Yes,3
3681,Doll,Benedicto,Female,90,2/6/1962,Community Outreach Specialist,Property,Mass Customer,N,Yes,20
441,Felicle,Beneze,Female,74,3/8/1974,Analyst Programmer,IT,Mass Customer,N,No,11
3099,Shelli,Benitti,Female,73,11/26/1996,Unspecified,Retail,Mass Customer,N,Yes,3
1507,Holmes,Benkin,Male,97,11/10/1977,Unspecified,Manufacturing,High Net Worth,N,Yes,22
136,Mel,Bennet,Male,46,5/26/1973,Senior Developer,Manufacturing,High Net Worth,N,Yes,7
883,Lolita,Bennie,U,73,,Recruiter,IT,Mass Customer,N,Yes,
1119,Lemmy,Bennit,Male,43,10/9/1976,Unspecified,Entertainment,Mass Customer,N,Yes,19
3311,Clary,Bennitt,Female,57,12/21/1979,Civil Engineer,Manufacturing,Mass Customer,N,Yes,8
2930,Goddard,Benthall,Male,46,7/25/1997,Assistant Media Planner,Entertainment,Mass Customer,N,No,3
3416,Evanne,Bentote,Female,6,1/18/1976,Unspecified,Manufacturing,Mass Customer,N,Yes,11
52,Curran,Bentson,Male,57,6/22/1988,Unspecified,Financial Services,Mass Customer,N,Yes,13
1537,Andres,Beranek,Male,23,11/17/1969,Librarian,Entertainment,Mass Customer,N,No,10
2986,Ettore,Bere,Male,60,9/1/1980,Unspecified,Financial Services,Mass Customer,N,No,13
689,Hamnet,Berford,Male,91,5/19/1966,Senior Developer,Entertainment,High Net Worth,N,Yes,16
1459,Haydon,Berkery,Male,89,6/16/1998,Senior Sales Associate,Manufacturing,Mass Customer,N,No,4
411,Cathyleen,Bern,Female,84,3/31/1977,Director of Sales,Financial Services,High Net Worth,N,No,12
3194,Hakeem,Bernardinelli,Male,38,3/11/1978,Physical Therapy Assistant,Manufacturing,Mass Customer,N,No,11
3670,Leupold,Bernardini,Male,62,3/20/1977,Unspecified,Financial Services,Affluent Customer,N,Yes,17
419,Chrissie,Bernardini,Female,34,1/26/1981,VP Marketing,Manufacturing,Affluent Customer,N,No,17
2652,Kelbee,Bernat,Male,96,12/15/1957,Biostatistician II,n/a,Affluent Customer,N,Yes,15
3023,Rikki,Bernet,Female,37,12/9/1994,Accountant I,IT,High Net Worth,N,Yes,7
1620,Jerrold,Bernetti,Male,18,7/27/1992,Structural Analysis Engineer,n/a,High Net Worth,N,Yes,2
2559,Fulvia,Bernini,Female,7,6/21/1969,Assistant Media Planner,Entertainment,High Net Worth,N,No,8
945,Hebert,Bernocchi,Male,59,8/26/1998,Human Resources Manager,n/a,High Net Worth,N,Yes,1
178,Matthieu,Bertelmot,Male,2,4/3/1967,Unspecified,n/a,Affluent Customer,N,No,8
3031,Diego,Bertelmot,Male,95,2/2/1996,Staff Scientist,Health,Mass Customer,N,Yes,5
329,Garvy,Berthel,Male,25,11/20/1984,Account Representative IV,Entertainment,High Net Worth,N,Yes,12
1199,Ludovico,Bertot,Male,7,6/14/1958,VP Accounting,Financial Services,Affluent Customer,N,Yes,5
3243,Tim,Besset,Male,24,5/19/1973,Media Manager I,Health,Mass Customer,N,No,7
384,Friederike,Bestar,Female,70,8/6/1976,Unspecified,Financial Services,Affluent Customer,N,No,17
1598,Guendolen,Betterton,Female,87,12/2/1973,Safety Technician III,n/a,Mass Customer,N,No,11
1842,Ephrayim,Beville,Male,89,2/27/1977,Accountant IV,Financial Services,Mass Customer,N,No,8
3423,Griselda,Bezants,Female,57,12/27/1999,Registered Nurse,Health,Affluent Customer,N,No,1
1562,Elset,Biasio,Female,29,7/11/1984,Staff Scientist,n/a,Affluent Customer,N,Yes,3
1927,Masha,Bibbie,Female,11,7/15/1975,Software Test Engineer I,Manufacturing,Affluent Customer,N,Yes,8
2337,Odilia,Bick,Female,47,1/11/2000,Programmer Analyst II,Health,Mass Customer,N,No,1
2926,Jonie,Bickerstasse,Female,27,3/20/1963,Research Nurse,Health,High Net Worth,N,No,12
3636,Trudi,Bickerstasse,Female,42,6/24/1970,Director of Sales,Financial Services,Mass Customer,N,Yes,18
3399,Hillyer,Biddulph,Male,95,5/10/1996,VP Accounting,Financial Services,Mass Customer,N,No,2
2024,Elinor,Biggerstaff,Female,69,7/14/2000,VP Sales,IT,Mass Customer,N,Yes,2
3767,Man,Bigglestone,Male,25,9/14/1982,Web Developer IV,n/a,High Net Worth,N,No,16
1106,Sibyl,Bigmore,Female,2,12/17/1962,Software Consultant,Retail,Mass Customer,N,No,15
238,Max,Bilborough,Male,54,2/4/1984,Programmer III,n/a,Mass Customer,N,Yes,14
301,Hildy,Bilbrook,Female,54,10/10/1980,Developer IV,Manufacturing,High Net Worth,N,No,19
1613,Ernesta,Billany,Female,18,5/25/1977,Unspecified,Property,Mass Customer,N,No,19
1109,Nestor,Billingsley,Male,21,9/1/1989,Web Developer II,Entertainment,High Net Worth,N,No,6
3064,Zach,Billison,Male,96,6/14/1995,Product Engineer,Financial Services,Affluent Customer,N,Yes,4
1547,Chiquita,Billyard,Female,82,2/26/1990,Account Coordinator,n/a,Mass Customer,N,Yes,12
2706,Kelly,Bilyard,Male,59,7/21/1964,Desktop Support Technician,Retail,Affluent Customer,N,No,6
3343,Cristabel,Bim,U,3,,Recruiter,IT,Mass Customer,N,Yes,
3444,Kara-lynn,Bims,Female,75,12/25/1977,Nurse Practicioner,Manufacturing,Affluent Customer,N,No,7
1815,Bab,Bingall,Female,23,3/26/1954,Software Test Engineer I,Argiculture,Mass Customer,N,Yes,19
3532,May,Birch,Female,27,7/24/1990,Media Manager I,Health,High Net Worth,N,Yes,7
1693,Ring,Birchall,Male,79,11/6/1965,Accountant I,Health,Affluent Customer,N,No,4
2397,Cassius,Birchenough,Male,33,6/10/1985,Analyst Programmer,Retail,Affluent Customer,N,Yes,4
10,Fiorenze,Birdall,Female,49,10/11/1988,Senior Quality Engineer,Financial Services,Mass Customer,N,Yes,20
380,Teriann,Birdsey,Female,66,5/15/1956,Structural Engineer,Property,Mass Customer,N,No,17
685,Booth,Birkin,U,28,,Senior Developer,IT,Mass Customer,N,No,
1146,Hadleigh,Birley,Male,88,8/31/1992,Assistant Professor,Financial Services,High Net Worth,N,No,8
758,Teena,Birrel,Female,99,4/7/1967,Unspecified,Manufacturing,High Net Worth,N,Yes,11
1005,Kalila,Birtwistle,Female,94,9/15/1967,Design Engineer,IT,High Net Worth,N,Yes,8
11,Uriah,Bisatt,Male,99,4/30/1954,Unspecified,Property,Mass Customer,N,No,9
1228,Marti,Bisterfeld,Female,43,4/27/1962,Senior Cost Accountant,Financial Services,Affluent Customer,N,No,6
3111,Maxwell,Blabber,Male,42,3/11/1997,Associate Professor,Financial Services,Mass Customer,N,Yes,4
109,Cody,Blabey,Male,16,12/11/1978,Marketing Assistant,n/a,Affluent Customer,N,Yes,4
726,Norma,Blackbourn,Female,69,2/10/1978,Information Systems Manager,Health,Mass Customer,N,Yes,10
798,Dorita,Blackburne,Female,22,5/20/1988,Teacher,Financial Services,High Net Worth,N,No,5
3092,Hallie,Blackden,Female,8,12/17/1972,Statistician IV,n/a,Affluent Customer,N,No,9
1136,Ivan,Blackhall,Male,72,8/31/1977,Executive Secretary,Property,High Net Worth,N,No,7
3174,Odele,Blackmore,Female,67,11/16/1976,Research Associate,Financial Services,Affluent Customer,N,No,9
510,Sheilah,Blackmore,Female,61,6/15/1992,Unspecified,n/a,Mass Customer,N,No,2
3078,Mariel,Blacksell,Female,54,8/16/1982,Safety Technician III,Retail,Mass Customer,N,No,7
1560,Tymon,Blackstone,Male,14,1/12/1973,Unspecified,Retail,Mass Customer,N,No,5
2133,Clarissa,Blaisdale,Female,44,1/20/1998,General Manager,Financial Services,High Net Worth,N,No,3
1243,Robbert,Blakey,Male,73,8/9/1953,Research Assistant II,Retail,Mass Customer,N,No,8
3896,Perla,Blakiston,Female,3,10/15/1979,Tax Accountant,n/a,Mass Customer,N,Yes,13
463,Allis,Blanche,Female,9,3/30/1962,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,20
3201,Zed,Blanckley,Male,61,3/31/2000,Assistant Professor,Financial Services,Mass Customer,N,Yes,1
2647,Marcelia,Blannin,U,1,,Physical Therapy Assistant,IT,High Net Worth,N,No,
1360,Maurice,Blas,Male,41,7/4/1970,Design Engineer,Manufacturing,Mass Customer,N,Yes,15
2100,Der,Blatcher,Male,34,5/30/1978,Marketing Assistant,IT,Mass Customer,N,No,14
3607,Troy,Blaydes,Male,99,5/22/2001,Clinical Specialist,Health,Mass Customer,N,No,1
1478,Fulton,Blayney,Male,40,12/5/1992,VP Quality Control,Financial Services,High Net Worth,N,No,9
81,Bee,Blazewicz,Female,58,9/4/1986,Unspecified,Health,High Net Worth,N,No,13
1930,Ambrose,Bleasby,Male,27,6/14/1996,Speech Pathologist,Manufacturing,High Net Worth,N,No,3
3786,Barnie,Blenkensop,Male,12,12/28/1985,Systems Administrator IV,n/a,High Net Worth,N,No,22
2218,Madelena,Blincoe,Female,94,5/27/1992,Senior Sales Associate,Health,Affluent Customer,N,No,4
221,Mara,Bloore,Female,14,3/10/1980,Tax Accountant,Manufacturing,Mass Customer,N,No,14
161,Tadd,Bloss,Male,49,1/21/1976,Unspecified,n/a,Mass Customer,N,No,16
2039,Laureen,Blower,Female,38,3/26/1978,Senior Developer,IT,High Net Worth,N,Yes,7
1891,Neville,Bloyes,Male,6,3/2/1990,Marketing Manager,Retail,Mass Customer,N,Yes,19
3261,Benedicto,Blumire,Male,6,1/30/1975,Unspecified,Property,Mass Customer,N,Yes,5
3104,Diahann,Blundan,Female,19,11/30/1994,Business Systems Development Analyst,Property,Mass Customer,N,Yes,2
2162,Andrew,Blunt,Male,49,5/9/1974,Paralegal,Financial Services,High Net Worth,N,Yes,10
1060,Vanda,Boadby,Female,88,11/23/1961,Associate Professor,Argiculture,Affluent Customer,N,Yes,13
2709,Simone,Boanas,Male,6,3/20/1995,Unspecified,Financial Services,High Net Worth,N,No,6
2,Eli,Bockman,Male,81,12/16/1980,Administrative Officer,Financial Services,Mass Customer,N,Yes,16
3368,Tanya,Boddis,Female,7,7/17/1967,Technical Writer,Financial Services,Affluent Customer,N,No,16
155,Orran,Bogges,Male,4,12/28/1985,Quality Engineer,Manufacturing,Mass Customer,N,No,10
1875,Amory,Bohler,Male,4,1/11/1959,Staff Scientist,Retail,High Net Worth,N,Yes,19
1143,Goraud,Boissieux,Male,64,3/6/1955,Office Assistant IV,Health,Mass Customer,N,Yes,6
429,Berny,Bold,Female,7,7/30/1978,Community Outreach Specialist,IT,High Net Worth,N,Yes,21
2956,Thedric,Bolding,Male,17,12/16/1959,Quality Control Specialist,Telecommunications,Mass Customer,N,Yes,19
2154,Bird,Bolf,Female,86,1/8/1980,Chemical Engineer,Manufacturing,High Net Worth,N,No,6
1849,Jess,Bollans,Male,6,7/1/1958,Unspecified,Retail,Mass Customer,N,Yes,5
1668,Aurlie,Bolter,Female,75,6/13/1965,Financial Advisor,Financial Services,Mass Customer,N,No,8
377,Levy,Bonavia,Male,65,5/19/1999,Staff Scientist,Argiculture,Mass Customer,N,No,1
370,Trstram,Bondesen,Male,91,7/27/1998,Unspecified,Telecommunications,Affluent Customer,N,Yes,3
3560,Gav,Bonin,Male,98,9/1/1980,Structural Analysis Engineer,Retail,Mass Customer,N,Yes,7
2913,Padraic,Bonnar,Male,44,7/11/1955,VP Quality Control,IT,Affluent Customer,N,Yes,14
658,Donn,Bonnell,Male,38,1/24/1944,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,8
852,Andie,Bonney,Female,37,11/4/2000,Compensation Analyst,Financial Services,Affluent Customer,N,Yes,2
585,Tiphany,Bonnier,Female,66,4/20/1978,Pharmacist,Health,Mass Customer,N,Yes,10
1041,Free,Bonniface,Male,95,5/25/1959,Unspecified,Property,Affluent Customer,N,No,15
2330,Claresta,Bonnor,Female,5,1/17/1990,Account Coordinator,Property,Mass Customer,N,No,9
982,Tibold,Bonwell,Male,14,2/12/1960,Geologist III,Health,High Net Worth,N,Yes,6
1484,Willette,Boodell,Female,26,3/5/1986,Administrative Assistant IV,n/a,Mass Customer,N,No,18
1008,Lorry,Booley,Female,47,11/10/1975,Teacher,n/a,Mass Customer,N,No,21
816,Donni,Boor,Female,71,1/10/1957,Product Engineer,Manufacturing,Mass Customer,N,No,15
2326,Trev,Boothebie,Male,64,6/22/1966,Programmer Analyst I,Retail,High Net Worth,N,No,14
425,Michaeline,Bordman,Female,60,11/19/1953,Sales Representative,Retail,Mass Customer,N,Yes,20
2508,Virgil,Borkett,Male,98,11/4/1996,Information Systems Manager,n/a,Mass Customer,N,No,3
3952,Di,Borsnall,Female,96,5/9/1968,Unspecified,Manufacturing,Affluent Customer,N,No,10
818,Beverie,Bosanko,Female,17,12/21/1973,Chemical Engineer,Manufacturing,Mass Customer,N,No,11
702,Zorina,Bosomworth,Female,72,2/9/1960,Help Desk Technician,n/a,Mass Customer,N,No,8
2558,Imojean,Bosquet,Female,84,10/19/1974,Unspecified,Health,High Net Worth,N,Yes,20
2958,Regan,Botly,Male,10,11/23/1975,Health Coach II,Manufacturing,Affluent Customer,N,Yes,14
438,Ebenezer,Bottelstone,Male,25,8/17/1989,Internal Auditor,Property,High Net Worth,N,Yes,13
2159,Godfrey,Bottini,Male,19,10/5/1963,Unspecified,n/a,High Net Worth,N,Yes,6
2786,Hubie,Bottoner,Male,94,1/21/1968,Accountant III,Health,Mass Customer,N,Yes,11
2316,Vernen,Bourgaize,Male,79,3/21/1978,Computer Systems Analyst IV,Financial Services,Affluent Customer,N,Yes,11
2460,Mick,Boutellier,Male,88,5/17/1976,Nurse Practicioner,Manufacturing,High Net Worth,N,Yes,12
2691,Stearn,Boutton,Male,41,11/3/1975,Librarian,Entertainment,Mass Customer,N,No,18
2682,Annamarie,Bouzan,Female,54,11/1/1987,Accountant III,Manufacturing,High Net Worth,N,Yes,20
2414,Basile,Bowlas,U,18,,Registered Nurse,Health,Mass Customer,N,Yes,
2544,Ellery,Bowra,Male,73,1/31/1988,VP Marketing,Manufacturing,Mass Customer,N,Yes,16
490,Lida,Boynton,Female,44,6/15/1992,Environmental Tech,Argiculture,Mass Customer,N,No,6
2574,Humfrey,Boyse,Male,73,12/21/1979,Unspecified,Manufacturing,Mass Customer,N,No,4
1500,Bellina,Bradberry,Female,82,1/24/1960,Unspecified,n/a,Mass Customer,N,No,9
2476,Hal,Braddon,Male,13,9/25/1956,Administrative Officer,Property,High Net Worth,N,No,17
1196,Phillie,Bradforth,Female,23,3/19/1998,Research Nurse,Health,Mass Customer,N,No,2
487,Elayne,Braiden,Female,70,9/19/1979,Food Chemist,Health,Mass Customer,N,No,10
2833,Cy,Braim,Male,60,11/26/1999,Unspecified,IT,Mass Customer,N,Yes,3
898,Reyna,Braizier,Female,53,8/28/1977,General Manager,Financial Services,Affluent Customer,N,No,16
417,Fernandina,Brambley,Female,37,2/17/1971,Biostatistician IV,Argiculture,Mass Customer,N,No,15
834,Rudolf,Brandes,Male,37,4/7/1973,Environmental Tech,Financial Services,Mass Customer,N,No,3
2139,Carolina,Brands,Female,87,2/6/1982,Accountant II,IT,Affluent Customer,N,Yes,7
1514,Pren,Brangan,Male,15,1/16/1962,Professor,n/a,Mass Customer,N,No,14
3068,Gill,Branney,Female,88,12/7/1990,Automation Specialist I,Manufacturing,Affluent Customer,N,No,1
1799,Tito,Brash,Male,81,12/23/1977,Unspecified,n/a,Affluent Customer,N,No,17
1896,Garald,Brasner,Male,13,4/30/1995,Project Manager,n/a,High Net Worth,N,No,1
1100,Cord,Braundt,Male,59,1/2/1983,Engineer I,Manufacturing,Mass Customer,N,No,15
181,Pavla,Braunle,Female,49,11/21/1982,Senior Editor,Manufacturing,Mass Customer,N,No,9
2488,Idalia,Braunton,Female,32,11/17/1988,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,7
3160,Eadmund,Braycotton,Male,87,7/3/1978,Mechanical Systems Engineer,IT,Mass Customer,N,No,21
2914,Jessamine,Brazear,Female,76,11/6/1982,Health Coach IV,Health,Affluent Customer,N,Yes,11
2418,Elspeth,Brazil,Female,82,4/5/1970,Software Engineer III,Property,Mass Customer,N,Yes,13
1704,Tremain,Breadon,Male,96,10/22/1962,Analyst Programmer,IT,High Net Worth,N,No,12
2359,Merlina,Bream,Female,80,3/25/1986,Mechanical Systems Engineer,Property,High Net Worth,N,Yes,7
2450,Jayson,Breheny,Male,64,6/21/1974,Structural Engineer,Retail,Affluent Customer,N,Yes,7
629,Basil,Brellin,Male,29,12/6/1960,Chemical Engineer,Manufacturing,High Net Worth,N,No,6
3309,Christie,Bremeyer,Male,34,12/14/1974,Senior Sales Associate,n/a,High Net Worth,N,Yes,3
3136,Leonardo,Brennon,Male,60,8/25/1998,Marketing Manager,Retail,Mass Customer,N,Yes,3
1628,Hermione,Brereton,U,13,,Assistant Manager,IT,Mass Customer,N,No,
2471,Noland,Bresland,Male,55,12/20/1978,Geological Engineer,Manufacturing,Mass Customer,N,Yes,8
2631,Antonio,Brewis,Male,4,5/11/1995,Software Engineer I,Financial Services,Mass Customer,N,Yes,2
1159,Elbert,Bridgement,Male,94,1/28/1993,Librarian,Entertainment,Mass Customer,N,No,1
2536,Aigneis,Brignall,Female,71,6/10/1964,Associate Professor,Health,Mass Customer,N,Yes,16
2566,Nani,Brilleman,Female,48,10/29/1996,Accountant II,Entertainment,Affluent Customer,N,Yes,6
2804,Jeno,Brimming,Male,61,9/6/1964,Nurse Practicioner,n/a,Mass Customer,N,Yes,5
151,Donnie,Brimson,Male,36,1/31/1965,Marketing Manager,Manufacturing,Mass Customer,N,Yes,13
497,Allissa,Brinklow,Female,96,1/9/1974,Unspecified,Property,Mass Customer,N,Yes,11
2196,Skylar,Brise,Male,66,6/8/1976,Media Manager I,Retail,High Net Worth,N,Yes,7
1998,Hamil,Britch,Male,13,3/26/1975,Media Manager IV,Manufacturing,High Net Worth,N,No,21
3410,Merrili,Brittin,Female,93,9/22/1940,Unspecified,Property,Mass Customer,N,No,16
3550,Daisey,Britto,Female,50,11/27/1988,Environmental Tech,Retail,Mass Customer,N,Yes,16
3044,Russell,Brittoner,Male,59,4/11/1990,Occupational Therapist,Health,Affluent Customer,N,Yes,19
2449,Oates,Broadberrie,Male,54,6/1/1982,Tax Accountant,n/a,Affluent Customer,N,No,8
2915,Enrichetta,Broadberry,Female,32,6/2/1975,Budget/Accounting Analyst IV,Manufacturing,Mass Customer,N,No,17
2535,Butch,Broadnicke,Male,53,8/20/1981,Accountant III,Financial Services,Affluent Customer,N,No,13
2674,Lynsey,Broady,Female,59,2/12/1993,Food Chemist,Health,High Net Worth,N,No,5
953,Jasmin,Brodeur,Female,16,5/23/1979,Unspecified,n/a,Mass Customer,N,No,7
168,Reggie,Broggetti,U,8,,General Manager,IT,Affluent Customer,N,Yes,
2638,Moritz,Brognot,Male,1,2/10/1977,Budget/Accounting Analyst III,IT,Mass Customer,N,Yes,15
697,Weston,Brokenshaw,Male,25,11/29/1986,Environmental Specialist,Entertainment,Mass Customer,N,No,10
623,Hazel,Brokenshire,Male,52,4/23/1988,Health Coach II,Property,High Net Worth,N,No,4
3915,Cybil,Brombell,Female,17,6/23/1959,Statistician I,Financial Services,Affluent Customer,N,No,15
2454,Gene,Brome,Female,81,2/13/1960,Senior Sales Associate,Property,Mass Customer,N,Yes,12
2692,Jacklyn,Bromehed,Female,57,12/19/1988,Research Associate,Health,High Net Worth,N,Yes,22
942,Shirley,Brook,Female,31,2/7/1974,Director of Sales,Financial Services,Mass Customer,N,Yes,14
3622,Anetta,Brosenius,Female,84,9/2/1983,Compensation Analyst,Financial Services,Mass Customer,N,No,2
722,Stewart,Brosoli,Male,69,3/17/1956,Marketing Manager,IT,Mass Customer,N,No,5
3736,Charles,Brounfield,Male,64,3/13/1992,Senior Developer,Argiculture,Mass Customer,N,Yes,10
2667,Randene,Brown,Female,65,7/17/1958,Product Engineer,Manufacturing,Affluent Customer,N,Yes,6
3586,Abby,Brownstein,Female,79,2/5/1979,Registered Nurse,Health,Affluent Customer,N,No,10
1556,Bartram,Brownstein,Male,30,3/25/1986,Web Developer III,Manufacturing,Mass Customer,N,Yes,6
1476,Vaughn,Browse,Male,25,11/21/1986,Structural Analysis Engineer,n/a,Affluent Customer,N,Yes,20
602,Lebbie,Bruck,Female,0,3/28/1992,Office Assistant II,n/a,High Net Worth,N,Yes,9
2141,Georgie,Bruggen,Female,50,8/21/1964,Programmer I,Financial Services,High Net Worth,N,Yes,4
169,Alfy,Bruhnke,Male,20,10/19/1957,Data Coordiator,Telecommunications,High Net Worth,N,Yes,5
3184,Marlee,Brundle,Female,2,11/8/1976,Civil Engineer,Manufacturing,Affluent Customer,N,Yes,7
747,Eula,Bruni,Female,91,4/24/1978,Database Administrator II,n/a,Mass Customer,N,No,7
376,Marena,Brunotti,Female,60,10/24/1966,Financial Advisor,Financial Services,Mass Customer,N,Yes,19
3065,Winna,Brusle,Female,88,1/5/1978,Recruiter,Financial Services,High Net Worth,N,Yes,13
2883,Ulick,Bruty,Male,84,5/19/1995,Paralegal,Financial Services,Mass Customer,N,Yes,2
267,Edgar,Buckler,U,53,,Unspecified,IT,High Net Worth,N,No,
1884,Aurore,Buckmaster,Female,19,11/25/1969,Unspecified,Manufacturing,Mass Customer,N,Yes,17
2789,Violetta,Bucksey,Female,66,11/30/1992,Senior Editor,Financial Services,Affluent Customer,N,Yes,7
3872,Wilma,Budcock,Female,14,5/15/1957,Sales Representative,Retail,High Net Worth,N,Yes,12
1272,Nettie,Bulfit,Female,2,4/4/1985,Unspecified,Manufacturing,Affluent Customer,N,No,17
3244,Rosene,Bullar,Female,24,5/8/1959,Systems Administrator I,Financial Services,Mass Customer,N,No,13
2175,Elvyn,Bullas,Male,23,11/1/1985,Web Developer III,Health,Mass Customer,N,No,13
1448,Hinze,Bullent,Male,40,8/9/1988,VP Product Management,Property,Mass Customer,N,No,20
3562,Martynne,Bullivant,Female,76,1/2/1973,Recruiting Manager,n/a,Affluent Customer,N,No,10
688,Baron,Bullus,Male,90,2/15/1969,Junior Executive,Health,High Net Worth,N,No,9
